requests_1m,requests_5m,unique_paths_5m,post_ratio_5m,auth_endpoint_requests_5m,failed_logins_5m,failed_logins_15m,unique_usernames_15m,successful_logins_15m,qr_failures_15m,sensitive_path_probes_15m,suspicious_requests_15m,scanner_events_15m,csrf_failures_15m,method_anomalies_15m,auth_rejections_15m,ban_events_15m,avg_request_interval_5m,ua_changes_15m,off_hours,label
8,28,2,0.592204,14,1,2,3,3,10,0,0,0,0,0,10,1,12.184,0,0,MFA_ABUSE
1,10,2,0.289686,1,0,0,1,2,0,0,0,0,0,0,1,0,66.0945,0,0,NORMAL
8,22,4,0.830531,25,13,25,8,1,0,0,0,0,0,0,7,0,7.10809,1,0,CREDENTIAL_STUFFING
10,54,3,0.647262,27,8,31,19,1,0,0,1,0,0,0,13,1,5.91674,4,0,CREDENTIAL_STUFFING
19,20,6,0.911142,19,6,18,19,0,1,0,1,0,0,0,13,0,8.24083,1,0,CREDENTIAL_STUFFING
11,79,25,0.154744,4,0,1,1,0,0,13,2,2,0,0,1,0,7.57853,2,0,RECONNAISSANCE
6,48,26,0.517872,6,0,1,2,0,0,1,7,0,2,0,15,1,2.77259,4,1,SESSION_ABUSE
19,27,4,0.575173,28,4,12,20,0,0,0,0,0,0,0,3,0,4.4875,1,0,CREDENTIAL_STUFFING
2,14,4,0.264655,1,0,0,1,1,0,0,0,0,0,0,0,0,68.4832,0,0,NORMAL
15,50,8,0.481209,4,0,1,2,0,0,1,6,0,2,1,6,0,7.5771,5,0,SESSION_ABUSE
3,78,55,0.0283443,0,0,2,1,0,0,10,5,2,0,2,0,0,1.4466,2,0,RECONNAISSANCE
13,19,10,0.540264,0,0,3,2,1,0,2,6,1,1,0,6,0,12.5308,2,0,WEB_ATTACK
6,28,7,0.490342,7,0,0,2,0,0,4,12,1,0,0,7,0,13.4289,1,0,WEB_ATTACK
6,57,7,0.507707,1,2,0,2,1,0,0,6,0,6,2,15,0,10.6505,3,0,SESSION_ABUSE
12,64,4,0.927513,33,19,38,3,0,0,0,0,0,0,0,4,1,5.51968,0,0,BRUTE_FORCE
9,37,28,0.143033,3,0,0,1,0,0,12,1,1,0,0,1,0,4.90991,1,0,RECONNAISSANCE
11,27,2,0.653609,10,1,1,2,1,11,0,0,0,0,0,10,0,9.78857,0,0,MFA_ABUSE
3,67,46,0.155543,5,0,1,1,0,0,5,5,1,0,0,1,0,7.58933,0,1,RECONNAISSANCE
3,19,17,0.445731,3,1,1,1,0,0,1,2,0,3,0,15,0,6.04986,3,1,SESSION_ABUSE
9,61,30,0.0222882,2,0,1,2,0,0,10,7,1,0,0,3,0,6.4364,3,0,RECONNAISSANCE
11,9,5,0.770224,13,0,0,3,3,6,0,0,0,0,0,9,0,6.14523,1,1,MFA_ABUSE
14,52,5,0.819706,12,4,23,9,3,0,0,0,0,0,0,11,0,3.05972,3,0,CREDENTIAL_STUFFING
19,32,1,0.668218,29,12,50,2,0,0,0,0,0,0,1,4,1,6.09028,0,0,BRUTE_FORCE
15,49,4,0.952906,30,13,47,1,0,0,0,0,0,1,0,14,1,1.64956,0,1,BRUTE_FORCE
6,24,7,0.709092,10,0,1,2,3,16,0,0,0,0,0,4,0,11.7251,0,0,MFA_ABUSE
6,43,7,0.581631,0,0,0,3,0,0,0,8,1,1,1,2,0,7.61172,3,0,WEB_ATTACK
5,5,5,0.13503,1,0,0,1,1,0,0,0,0,0,0,0,0,14.6206,0,0,NORMAL
13,24,2,0.562166,26,6,25,10,1,1,0,0,0,0,1,7,0,10.2947,3,0,CREDENTIAL_STUFFING
14,10,15,0.334363,8,0,0,1,0,0,4,10,0,2,0,7,1,11.6557,1,0,WEB_ATTACK
13,37,2,0.833822,16,18,41,3,0,1,0,0,0,0,0,17,0,2.51495,0,0,BRUTE_FORCE
12,51,39,0.124644,0,0,2,1,0,0,16,4,2,0,0,1,0,3.34806,2,0,RECONNAISSANCE
12,19,10,0.344116,1,0,1,1,1,0,0,6,0,6,4,5,0,7.40698,3,1,SESSION_ABUSE
3,4,3,0.21632,0,0,1,1,1,1,0,0,0,0,0,0,0,35.26,0,0,NORMAL
7,22,11,0.442707,7,1,0,4,0,0,2,6,1,0,1,2,1,13.9701,0,1,WEB_ATTACK
4,16,21,0.34238,6,0,1,2,0,1,1,3,0,8,1,10,1,4.48348,6,1,SESSION_ABUSE
13,38,16,0.523446,0,0,3,2,0,0,2,9,1,3,0,5,1,14.6047,1,0,WEB_ATTACK
19,27,5,0.757867,29,10,15,21,2,1,0,0,0,0,0,7,0,5.26656,3,0,CREDENTIAL_STUFFING
21,41,4,0.871311,44,11,53,3,0,1,0,1,0,0,0,9,0,7.43606,0,1,BRUTE_FORCE
14,38,2,0.726752,15,11,22,13,0,0,0,1,0,0,0,10,0,10.5437,2,0,CREDENTIAL_STUFFING
6,22,55,0.0672563,4,1,1,1,0,0,5,3,1,0,1,0,0,4.87923,1,1,RECONNAISSANCE
6,21,3,0.489474,7,3,0,2,2,7,0,0,0,0,0,11,0,3.35629,0,0,MFA_ABUSE
18,46,20,0.163318,7,0,0,1,1,0,0,3,0,2,2,6,0,9.4252,7,1,SESSION_ABUSE
9,71,31,0.1072,0,1,0,1,0,0,5,6,1,0,1,1,0,7.45347,3,0,RECONNAISSANCE
1,7,5,0.0872235,1,0,1,1,2,0,0,0,0,0,0,0,0,40.9013,0,1,NORMAL
6,58,6,0.874775,21,9,24,16,1,0,0,0,0,1,0,13,0,9.58371,1,0,CREDENTIAL_STUFFING
12,20,26,0.029478,5,0,0,1,0,0,5,9,1,0,1,0,0,7.63215,0,1,RECONNAISSANCE
7,13,16,0.825125,2,2,1,3,0,0,4,9,0,0,1,7,0,5.72397,0,0,WEB_ATTACK
1,4,4,0.669248,2,0,0,1,1,0,0,0,0,0,0,0,0,32.7401,0,0,NORMAL
4,16,5,0.751942,9,0,2,2,1,6,0,0,0,0,0,2,1,2.43603,0,0,MFA_ABUSE
9,59,6,0.934811,10,13,12,17,1,1,0,0,0,0,0,11,1,10.919,1,0,CREDENTIAL_STUFFING
6,42,17,0.254687,7,0,1,4,0,0,1,4,0,0,1,8,0,12.6597,0,0,WEB_ATTACK
7,38,41,0.0143774,4,1,1,1,0,0,11,4,2,0,0,1,0,6.81143,3,1,RECONNAISSANCE
8,15,20,0.45164,5,0,2,2,0,0,0,5,0,4,0,5,1,7.23279,3,0,SESSION_ABUSE
7,18,4,0.644985,17,12,25,27,0,1,0,1,0,0,0,4,0,5.63735,3,1,CREDENTIAL_STUFFING
18,67,15,0.504057,1,0,0,2,0,0,2,3,2,7,2,13,0,7.36538,7,1,SESSION_ABUSE
5,27,5,0.634217,0,0,1,1,0,0,3,6,0,0,2,5,0,7.73762,3,0,WEB_ATTACK
2,31,3,0.575351,5,0,1,4,0,0,2,6,1,2,1,8,1,5.01658,1,0,WEB_ATTACK
2,9,5,0.177588,0,0,1,1,1,0,0,0,0,0,0,0,0,55.2035,0,0,NORMAL
5,17,24,0.167978,4,0,2,1,1,0,0,1,0,2,4,8,0,9.28708,7,1,SESSION_ABUSE
13,51,18,0.491704,4,1,0,3,0,0,0,4,0,3,0,14,0,6.30841,4,0,SESSION_ABUSE
5,24,40,0.161717,1,0,0,1,0,0,17,7,3,0,0,0,1,3.41778,0,1,RECONNAISSANCE
4,59,19,0.135335,4,0,1,2,0,0,10,5,2,1,0,2,1,4.60397,2,0,RECONNAISSANCE
6,37,7,0.545119,20,0,1,2,1,17,0,0,0,0,0,10,1,10.5739,1,0,MFA_ABUSE
11,42,22,0.379977,0,0,0,2,0,0,1,4,0,7,4,10,0,4.44383,7,0,SESSION_ABUSE
9,10,2,0.518652,8,1,1,1,2,5,0,0,0,0,0,10,1,13.2939,0,0,MFA_ABUSE
7,20,6,0.543165,6,0,0,2,0,0,1,6,0,3,4,9,0,7.98177,3,0,SESSION_ABUSE
2,14,2,0.413115,3,0,0,1,1,0,0,0,0,0,0,0,0,35.7509,0,0,NORMAL
13,61,4,0.66307,48,7,48,2,0,0,1,0,0,0,0,15,0,4.02696,0,1,BRUTE_FORCE
16,59,3,0.704167,20,8,22,26,0,0,0,1,0,0,0,7,1,5.99624,1,1,CREDENTIAL_STUFFING
16,25,4,0.89262,48,19,31,3,0,1,0,0,0,0,0,7,0,6.84162,0,0,BRUTE_FORCE
3,9,7,0.330334,1,0,0,1,1,0,0,0,0,0,0,0,0,47.2629,0,0,NORMAL
5,24,9,0.753713,2,0,2,1,0,0,3,6,1,0,1,4,1,10.6407,1,0,WEB_ATTACK
12,48,2,0.905285,15,12,19,3,0,0,0,0,0,0,0,10,1,8.03308,0,1,BRUTE_FORCE
13,13,6,0.525567,8,2,2,2,0,0,2,8,1,1,0,1,1,3.51895,2,1,WEB_ATTACK
5,24,28,0.0270839,2,1,0,1,0,0,10,4,2,0,1,2,0,3.54036,1,0,RECONNAISSANCE
5,12,6,0.288244,0,1,0,1,1,0,0,0,0,0,0,1,0,33.1524,1,0,NORMAL
1,9,2,0.0853487,1,1,1,1,1,0,0,0,0,0,0,0,0,22.9242,0,0,NORMAL
8,20,17,0.614645,4,1,2,4,0,0,0,13,1,0,1,2,0,7.00934,0,0,WEB_ATTACK
6,39,30,0.11312,1,1,0,1,0,0,7,3,3,1,1,1,0,6.87484,0,1,RECONNAISSANCE
17,24,5,0.812392,34,3,10,21,0,0,0,0,0,0,0,9,1,6.32181,1,0,CREDENTIAL_STUFFING
11,27,4,0.525678,21,1,1,3,2,17,0,0,0,0,0,3,0,8.87792,0,0,MFA_ABUSE
16,44,6,0.617364,28,5,31,27,0,1,0,0,0,0,0,11,0,12.9677,2,1,CREDENTIAL_STUFFING
10,44,7,0.774036,5,2,2,4,0,0,4,9,0,1,0,2,0,2.21069,2,0,WEB_ATTACK
2,10,7,0.231419,1,0,0,1,2,0,0,0,0,0,0,0,0,53.1034,0,0,NORMAL
8,64,24,0.493906,4,0,1,2,1,0,0,2,1,8,2,4,0,7.17059,7,0,SESSION_ABUSE
11,35,15,0.52669,6,0,1,2,0,0,0,6,1,2,2,6,0,7.16422,6,0,SESSION_ABUSE
4,30,14,0.739195,0,1,1,2,0,0,3,6,2,0,1,8,0,5.31148,2,0,WEB_ATTACK
8,11,2,0.666385,20,1,0,1,1,10,0,1,0,0,0,3,1,3.60493,0,0,MFA_ABUSE
18,67,3,0.789249,32,16,12,2,0,0,0,0,0,0,0,8,1,7.48792,0,0,BRUTE_FORCE
10,28,17,0.372411,5,1,1,3,0,0,1,8,2,2,1,4,1,10.8275,1,0,WEB_ATTACK
1,7,1,0.443049,0,0,0,1,2,0,0,0,0,0,0,0,0,18.6637,0,0,NORMAL
7,44,17,0.275378,3,0,1,1,0,0,0,3,0,3,2,8,0,11.6902,6,0,SESSION_ABUSE
5,30,12,0.372312,9,1,1,2,0,0,0,14,0,1,0,4,0,3.48513,0,1,WEB_ATTACK
18,57,23,0.431743,4,0,0,2,0,0,0,6,1,7,4,12,0,8.88772,5,0,SESSION_ABUSE
3,9,7,0.348195,8,1,1,4,1,2,0,4,0,1,0,1,0,5.10166,3,1,WEB_ATTACK
13,32,19,0.322748,0,0,1,3,1,0,0,5,0,6,2,12,0,10.734,4,0,SESSION_ABUSE
14,56,5,0.704032,10,10,13,11,0,0,0,0,0,0,0,12,0,11.2033,4,0,CREDENTIAL_STUFFING
16,54,28,0.0672057,3,1,0,2,0,0,5,5,0,0,0,2,0,3.75837,1,0,RECONNAISSANCE
4,7,3,0.226561,0,0,1,1,0,0,0,0,0,0,0,0,0,27.1314,0,0,NORMAL
7,33,4,0.57035,24,0,0,2,1,9,0,0,0,0,0,3,1,15.4671,1,0,MFA_ABUSE
10,32,20,0.391413,1,0,0,3,0,0,0,2,1,6,2,6,0,11.2464,6,1,SESSION_ABUSE
17,38,2,0.811801,11,14,31,10,0,0,0,0,0,0,0,11,0,3.94647,0,0,CREDENTIAL_STUFFING
16,19,25,0.138994,2,0,0,1,0,0,14,4,3,0,1,0,1,5.97112,1,0,RECONNAISSANCE
13,67,34,0.123952,1,0,0,1,0,0,12,1,2,0,0,0,0,8.6709,2,1,RECONNAISSANCE
21,66,2,0.976909,37,19,31,2,0,0,0,0,0,1,0,3,1,5.83332,0,0,BRUTE_FORCE
8,12,2,0.589407,6,0,1,3,1,9,0,0,0,0,0,4,0,10.8076,0,0,MFA_ABUSE
12,66,1,0.803044,23,21,18,3,0,0,0,0,0,1,0,12,1,4.13159,0,0,BRUTE_FORCE
3,37,26,0.19802,3,0,1,1,0,0,7,2,2,0,0,1,0,3.3549,3,0,RECONNAISSANCE
17,32,5,0.693686,37,8,16,18,1,0,0,0,0,0,0,9,0,5.98828,3,1,CREDENTIAL_STUFFING
2,15,6,0.652513,16,0,1,2,1,5,0,0,0,0,0,9,0,3.98966,0,0,MFA_ABUSE
10,8,7,0.569404,12,0,0,2,2,8,0,0,0,0,0,2,1,8.31351,0,0,MFA_ABUSE
3,36,2,0.553069,9,0,0,3,2,17,0,0,0,0,0,7,0,7.04852,0,0,MFA_ABUSE
7,30,13,0.613789,1,0,1,3,0,0,1,10,0,0,0,5,1,4.06287,2,0,WEB_ATTACK
5,42,24,0.505709,6,1,0,3,0,0,0,3,0,5,2,15,0,3.47935,3,0,SESSION_ABUSE
17,16,25,0.502349,0,0,0,2,1,0,0,6,1,7,4,12,0,7.33823,6,1,SESSION_ABUSE
15,23,5,0.669775,21,4,37,9,0,0,1,1,0,0,0,7,0,10.7332,2,0,CREDENTIAL_STUFFING
14,67,4,0.870272,52,21,31,1,0,1,0,0,1,0,0,16,1,2.97099,0,1,BRUTE_FORCE
10,31,13,0.324643,1,1,3,1,0,0,1,4,1,1,0,4,0,8.97492,2,0,WEB_ATTACK
8,63,34,0.181921,1,0,2,1,0,0,11,2,0,0,1,2,0,0.346375,1,0,RECONNAISSANCE
10,22,3,0.927216,14,6,33,12,1,0,0,0,0,0,0,8,0,8.06434,4,1,CREDENTIAL_STUFFING
6,18,6,0.825186,3,0,0,4,1,0,1,6,0,0,1,4,1,6.14119,0,1,WEB_ATTACK
6,59,6,0.662442,30,6,36,8,0,1,0,0,0,0,0,4,1,10.6611,4,1,CREDENTIAL_STUFFING
8,38,40,0.0895884,0,0,0,1,0,0,6,6,3,1,1,1,0,3.49387,0,0,RECONNAISSANCE
6,34,35,0.0492643,1,0,1,1,0,0,13,2,2,0,2,2,0,1.59117,1,0,RECONNAISSANCE
21,58,2,0.831346,18,13,35,3,0,0,0,0,0,0,0,5,1,3.9777,0,0,BRUTE_FORCE
10,16,11,0.809064,9,1,1,1,0,0,3,10,1,1,1,1,0,14.1248,3,1,WEB_ATTACK
7,55,38,0.221814,5,0,2,1,0,0,14,3,2,0,0,1,1,8.98788,1,1,RECONNAISSANCE
7,22,7,0.541831,6,1,0,1,3,9,0,0,0,0,0,8,0,3.50306,0,1,MFA_ABUSE
3,8,2,0.213036,2,0,0,1,1,0,0,0,0,0,0,0,0,45.7467,0,0,NORMAL
8,73,4,0.92595,27,10,46,3,0,0,1,0,0,0,0,3,1,8.92315,0,0,BRUTE_FORCE
7,8,7,0.826473,7,1,1,2,2,5,0,0,0,0,0,9,0,9.15663,0,0,MFA_ABUSE
6,64,18,0.15624,2,0,2,1,0,0,17,3,2,1,1,0,0,1.32735,0,1,RECONNAISSANCE
6,33,34,0.172075,1,0,1,1,0,0,14,5,0,0,0,0,1,6.99474,3,1,RECONNAISSANCE
17,21,2,0.721191,33,4,17,15,0,1,0,0,0,0,0,7,0,11.2442,4,0,CREDENTIAL_STUFFING
17,71,2,0.926825,36,15,28,1,0,1,0,0,0,1,0,13,0,6.88278,0,0,BRUTE_FORCE
12,36,4,0.311469,6,0,0,2,0,1,0,10,2,0,1,1,0,6.50548,2,0,WEB_ATTACK
4,36,2,0.722693,13,1,1,1,3,16,0,0,0,0,0,3,0,3.68243,0,0,MFA_ABUSE
11,33,3,0.728392,14,10,37,18,0,1,0,0,0,0,0,7,1,10.1453,2,0,CREDENTIAL_STUFFING
11,31,3,0.864794,6,0,2,2,2,11,0,0,0,1,0,6,0,10.416,0,0,MFA_ABUSE
3,3,1,0.195928,3,1,0,1,0,0,0,0,0,0,0,0,0,47.6815,0,0,NORMAL
13,62,2,0.76042,49,12,38,1,0,0,0,0,0,0,0,16,0,3.67696,0,1,BRUTE_FORCE
8,20,4,0.406955,3,0,1,2,0,0,4,9,1,1,0,4,0,2.05263,3,1,WEB_ATTACK
8,41,22,0.0613743,3,0,0,2,0,0,16,4,0,0,1,1,0,0.979454,3,1,RECONNAISSANCE
2,12,3,0.121955,0,0,0,1,1,0,0,0,0,0,0,0,0,63.7441,0,1,NORMAL
17,67,15,0.324023,6,1,0,3,0,0,0,7,0,3,0,8,0,3.92818,5,1,SESSION_ABUSE
12,30,19,0.0321934,2,0,0,1,0,0,13,8,1,0,0,1,0,1.93202,2,1,RECONNAISSANCE
0,15,4,0.15402,0,0,1,1,1,0,0,0,0,0,0,0,0,30.9358,0,0,NORMAL
11,32,4,0.712353,14,5,16,13,0,0,0,0,0,0,0,12,0,13.9288,2,1,CREDENTIAL_STUFFING
2,9,5,0.00728478,0,1,1,1,1,0,0,0,0,0,0,0,0,60.3584,1,1,NORMAL
16,25,3,0.785538,28,14,9,9,0,0,0,0,0,1,0,6,0,12.1062,4,0,CREDENTIAL_STUFFING
2,6,1,0.243031,1,0,0,1,2,0,0,0,0,0,0,0,0,46.6712,0,0,NORMAL
16,26,12,0.369179,4,1,0,2,2,0,0,6,0,4,0,13,0,8.50701,4,0,SESSION_ABUSE
15,78,21,0.104871,4,0,0,1,0,0,11,1,2,0,0,0,0,1.95581,0,0,RECONNAISSANCE
8,29,19,0.210136,1,0,0,1,0,0,7,8,2,0,1,1,1,7.52356,2,0,RECONNAISSANCE
18,56,1,0.664713,12,13,41,1,0,0,0,0,0,1,1,9,0,3.30363,0,0,BRUTE_FORCE
8,42,22,0.0207851,2,0,0,1,0,0,13,8,2,0,2,0,0,2.33417,1,0,RECONNAISSANCE
8,63,6,0.807371,22,11,19,25,0,1,0,1,0,0,0,12,1,6.77513,2,0,CREDENTIAL_STUFFING
2,9,6,0.142492,1,0,0,1,0,0,0,0,0,0,0,0,0,28.4572,0,0,NORMAL
0,5,5,0.12583,1,0,0,1,2,1,0,0,0,0,0,0,0,55.9524,0,0,NORMAL
6,16,2,0.609263,7,1,1,2,3,10,0,0,0,0,0,5,0,16.8481,0,0,MFA_ABUSE
9,51,2,0.664788,35,10,13,3,0,1,0,0,0,1,0,4,1,6.20256,0,0,BRUTE_FORCE
3,24,6,0.776295,10,0,2,2,1,6,0,0,0,0,0,6,0,5.8796,0,0,MFA_ABUSE
17,67,1,0.840934,44,7,42,1,0,0,0,0,0,0,0,3,1,9.67639,1,0,BRUTE_FORCE
3,11,4,0.404071,0,0,0,1,1,0,0,0,0,0,0,0,0,47.2345,0,0,NORMAL
17,26,2,0.732117,39,17,22,1,0,0,0,0,0,0,0,5,1,6.92685,0,1,BRUTE_FORCE
4,55,20,0.375656,5,1,0,3,0,0,1,5,0,6,0,5,0,4.49324,6,1,SESSION_ABUSE
7,21,4,0.572571,2,0,2,1,0,0,4,6,0,0,0,4,0,3.36863,2,0,WEB_ATTACK
0,14,4,0.215057,1,0,0,1,0,0,0,0,0,0,0,0,0,29.4402,0,0,NORMAL
13,48,3,0.772842,16,12,20,23,0,0,0,0,0,0,0,15,0,2.05088,1,1,CREDENTIAL_STUFFING
4,7,3,0.169934,0,1,1,1,1,0,0,0,0,0,0,0,0,35.2081,0,0,NORMAL
12,26,3,0.774566,40,17,12,3,1,0,0,0,0,0,0,15,2,8.08521,0,1,BRUTE_FORCE
13,22,3,0.288852,9,0,0,4,0,0,3,7,1,1,1,6,0,9.86317,0,1,WEB_ATTACK
7,28,14,0.351437,5,1,1,3,0,0,2,7,2,1,0,3,0,10.652,0,0,WEB_ATTACK
14,27,16,0.318765,0,0,0,1,0,1,2,2,0,7,1,9,0,8.96309,2,1,SESSION_ABUSE
13,30,15,0.439187,3,1,0,3,0,0,0,1,0,5,3,4,1,6.71978,6,1,SESSION_ABUSE
8,24,24,0.363561,2,0,3,1,1,0,1,7,0,2,1,13,0,4.13039,3,0,SESSION_ABUSE
11,13,5,0.822086,8,1,2,3,2,12,0,0,0,0,0,10,0,14.541,1,1,MFA_ABUSE
11,30,3,0.631057,24,2,3,1,1,10,0,0,0,0,0,4,0,12.5231,0,0,MFA_ABUSE
19,41,24,0.162745,4,0,0,2,0,0,1,2,1,2,2,9,0,11.3467,2,1,SESSION_ABUSE
3,38,48,0.141847,2,0,2,1,0,0,10,7,1,0,0,1,0,1.5917,0,1,RECONNAISSANCE
9,79,41,0.128032,5,1,0,1,0,0,12,1,2,0,0,2,0,7.37207,3,1,RECONNAISSANCE
4,8,4,0.17649,0,0,0,1,0,0,0,0,0,0,0,0,0,16.9999,0,0,NORMAL
1,11,4,0.509201,1,0,0,1,0,0,0,0,0,0,0,0,0,67.3567,0,0,NORMAL
17,39,20,0.352435,3,0,1,3,1,0,0,3,0,2,4,8,0,11.3377,7,1,SESSION_ABUSE
6,24,2,0.850159,16,1,1,2,3,17,0,0,0,0,0,2,1,2.6241,0,1,MFA_ABUSE
9,41,41,0.0599101,2,0,0,1,0,0,5,1,3,0,1,1,0,2.53464,2,1,RECONNAISSANCE
5,38,5,0.37873,9,1,2,3,0,0,4,10,0,0,0,7,0,4.40432,0,0,WEB_ATTACK
14,67,4,0.883371,39,19,27,2,0,1,0,0,1,0,0,12,0,2.00095,0,1,BRUTE_FORCE
8,29,4,0.977653,26,21,23,1,0,0,0,0,0,0,0,9,0,4.09948,0,0,BRUTE_FORCE
4,55,17,0.263612,2,0,0,3,1,0,0,1,0,5,4,11,0,3.3065,5,0,SESSION_ABUSE
15,55,9,0.381679,5,0,2,3,1,0,0,4,0,7,1,9,0,4.54374,2,0,SESSION_ABUSE
14,47,6,0.806323,14,5,14,16,1,1,0,1,0,0,0,9,1,4.93784,3,0,CREDENTIAL_STUFFING
10,71,26,0.122521,4,0,1,1,0,0,6,3,3,1,0,0,0,5.07667,1,1,RECONNAISSANCE
19,59,1,0.874019,41,7,29,1,0,0,0,0,0,0,0,16,1,5.44899,0,1,BRUTE_FORCE
8,63,6,0.717749,16,3,13,10,0,0,0,1,0,0,0,11,1,4.29027,4,1,CREDENTIAL_STUFFING
3,9,5,0.159359,0,1,0,1,1,0,0,0,0,0,0,0,0,14.16,0,0,NORMAL
7,30,7,0.54064,18,0,2,1,3,17,0,1,0,0,0,9,0,17.5665,1,0,MFA_ABUSE
19,49,2,0.79902,27,16,16,2,0,0,0,0,0,0,0,14,0,5.88562,0,0,BRUTE_FORCE
16,45,4,0.820367,22,14,19,21,1,1,1,0,0,0,0,14,0,7.3724,1,0,CREDENTIAL_STUFFING
17,30,2,0.709603,14,11,28,25,0,1,0,0,0,0,0,12,0,13.9795,1,1,CREDENTIAL_STUFFING
5,32,9,0.623433,0,0,1,3,0,0,4,11,0,1,0,1,0,12.0127,0,0,WEB_ATTACK
5,15,3,0.514179,14,1,1,2,2,9,0,0,0,0,0,6,0,13.2254,0,1,MFA_ABUSE
6,13,3,0.285801,8,0,1,2,0,0,4,13,1,0,2,3,0,3.65857,3,1,WEB_ATTACK
4,28,3,0.839997,15,1,4,1,1,9,0,0,0,0,0,3,0,15.9299,0,1,MFA_ABUSE
12,58,15,0.430607,5,2,1,1,1,1,1,3,1,5,3,10,0,9.32561,4,0,SESSION_ABUSE
1,10,4,0.188103,1,0,0,1,1,0,0,0,0,0,0,0,0,12.2891,0,0,NORMAL
7,67,36,0.0719257,3,1,0,1,0,0,6,4,2,0,2,1,1,2.19411,3,0,RECONNAISSANCE
7,37,3,0.572776,9,0,3,1,1,0,2,12,0,0,0,1,0,13.9339,2,0,WEB_ATTACK
4,34,34,0.0912346,1,0,0,1,0,0,6,7,1,0,0,0,0,0.430265,2,0,RECONNAISSANCE
8,32,6,0.497357,23,1,1,1,1,14,0,1,0,1,0,4,1,13.1414,0,0,MFA_ABUSE
5,52,22,0.546192,5,0,1,2,0,0,1,2,1,7,3,5,0,2.32912,2,1,SESSION_ABUSE
14,9,9,0.4117,0,1,2,1,0,0,2,13,1,0,0,8,0,8.84972,1,1,WEB_ATTACK
10,28,3,0.78309,9,1,0,3,3,11,0,0,0,0,0,6,0,4.11246,0,0,MFA_ABUSE
14,9,12,0.664283,7,0,2,2,0,0,1,8,2,1,0,7,0,8.875,1,0,WEB_ATTACK
9,40,12,0.817135,8,0,4,4,0,0,0,7,1,0,3,8,0,7.28704,1,1,WEB_ATTACK
7,30,6,0.551915,2,1,1,4,0,0,0,13,0,0,0,2,1,3.90771,1,0,WEB_ATTACK
13,49,3,0.880707,26,8,30,1,0,1,0,0,0,0,0,4,1,2.48838,0,1,BRUTE_FORCE
4,8,4,0.0834163,1,0,1,1,0,0,0,0,0,0,0,0,0,48.4563,0,0,NORMAL
12,52,3,0.784439,47,16,38,3,0,0,0,0,0,0,0,15,0,4.39416,0,1,BRUTE_FORCE
17,53,2,0.944207,32,7,40,2,0,0,0,0,0,0,0,8,0,4.80886,0,1,BRUTE_FORCE
11,28,40,0.154039,5,0,0,1,0,0,7,3,1,0,1,0,0,8.14179,2,0,RECONNAISSANCE
5,40,10,0.418482,0,0,0,2,1,1,0,4,1,1,0,5,0,3.631,3,1,WEB_ATTACK
16,51,4,0.801041,26,19,38,2,0,1,0,0,0,0,0,5,0,7.31363,0,0,BRUTE_FORCE
12,29,2,0.73325,26,10,21,14,0,1,0,0,0,0,0,4,0,9.31027,3,0,CREDENTIAL_STUFFING
2,33,13,0.756667,8,1,0,3,0,0,3,7,0,1,1,4,0,3.60584,0,0,WEB_ATTACK
10,37,27,0.370984,3,0,1,1,0,0,1,3,0,6,2,14,1,6.68348,6,0,SESSION_ABUSE
7,30,4,0.675947,1,0,2,2,0,0,0,10,1,0,0,7,0,8.11786,3,1,WEB_ATTACK
10,8,3,0.617345,15,2,2,1,2,10,0,0,0,0,0,5,0,10.6977,0,0,MFA_ABUSE
5,24,9,0.469079,3,0,0,3,0,0,2,5,0,6,1,10,0,6.25197,3,0,SESSION_ABUSE
12,44,25,0.507372,0,0,0,3,1,0,1,2,1,4,4,11,0,3.19509,6,0,SESSION_ABUSE
14,20,2,0.796764,29,9,36,3,0,0,1,0,0,0,0,17,1,7.87421,0,1,BRUTE_FORCE
9,14,3,0.658509,10,0,2,2,1,15,0,1,0,0,0,2,0,3.4135,0,1,MFA_ABUSE
2,8,4,0.203447,3,0,0,1,1,0,0,0,0,0,0,0,0,61.5625,0,0,NORMAL
14,36,54,0.0688528,1,0,0,1,0,0,11,1,2,0,0,0,0,4.46638,2,0,RECONNAISSANCE
11,61,27,0.268262,4,0,0,1,0,0,1,5,0,2,1,11,0,2.76562,2,1,SESSION_ABUSE
14,14,9,0.666903,6,1,1,3,1,0,0,6,1,1,1,1,0,8.47284,2,1,WEB_ATTACK
12,28,3,0.68724,12,15,25,3,1,1,0,0,0,0,0,7,2,8.95688,0,1,BRUTE_FORCE
15,31,6,0.291887,5,1,0,3,0,0,0,7,0,6,3,7,0,2.02867,3,0,SESSION_ABUSE
15,39,5,0.663029,12,12,36,14,1,0,0,0,0,1,0,14,0,6.25166,3,1,CREDENTIAL_STUFFING
10,9,9,0.596869,6,0,0,3,0,1,0,15,1,3,0,7,0,3.78578,3,0,WEB_ATTACK
9,21,4,0.81066,44,19,33,3,0,0,0,0,0,1,0,7,1,5.17848,0,1,BRUTE_FORCE
19,26,2,0.71588,33,14,17,12,1,0,0,0,0,1,0,3,0,7.68282,1,1,CREDENTIAL_STUFFING
16,32,51,0.11764,5,0,0,1,0,0,11,7,2,0,0,1,0,6.58938,1,0,RECONNAISSANCE
